legacy_item_id,slug,product_code,name,description,category_slug,subcategory,size_display,thickness_in,width_in,material_raw,price,seo_title,seo_description,image_url,legacy_views,status,legacy_post_slug
1569,baseboard-imperial-7-inch-bas6749,BAS-6749,"7-3/8"" Baseboard 6749",This imperial baseboard is also known as the prestige baseboard. It is thicker than normal which restricts your casing options unless you use a plinth block or a back band on the casing. Baseboard ties the wall and floor together offering a visual foundation. It protects the walls from bumps and cleaning. The baseboard should compliment the style of casing and should be thinner and wider than the casing. Shoe mould often accompanies the baseboard if the floor is uneven or there is gaps between the baseboard and the flooring.,trim-mouldings,Baseboard,7/8 x 7-3/8,0.875,7.375,MDF,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BAS-6749-3D.jpg,187,published,
1570,baseboard-colonial-4-inch-bas7706mdf,BAS-7706,"Standard Builder Colonial Baseboard Moulding 4-1/8"" Bas-7706",This is a standard builder colonial style baseboard. Baseboard ties the wall and floor together offering a visual foundation. It protects the walls from bumps and cleaning. The baseboard should compliment the style of casing and should be thinner and wider than the casing. Shoe mould often accompanies the baseboard if the floor is uneven or there is gaps between the baseboard and the flooring.,trim-mouldings,Baseboard,1/2 X 4-1/8,0.5,4.125,MDF,,"4-1/8"" Baseboard 7706",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BAS-7706-3D.jpg,345,published,baseboard-colonial-4-inch-bas7706mdf
1571,baseboard-1867-6-inch-bas8263mdf,BAS-8263,"Primed MDF Baseboard 1867 style 6-1/2"" bas-8263",This 1867 baseboard is sometimes called a Victorian base or old farmhouse style base and is available in primed MDF. Baseboard ties the wall and floor together offering a visual foundation. It protects the walls from bumps and cleaning. The baseboard should compliment the style of casing and should be thinner and wider than the casing. Shoe mould often accompanies the baseboard if the floor is uneven or there is gaps between the baseboard and the flooring.,trim-mouldings,Baseboard,5/8 x 6-1/2,0.625,6.5,MDF,,"6-1/2"" Baseboard 8263",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BAS-8263-3D.jpg,213,published,baseboard-1867-6-inch-bas8263mdf
1572,beadmould-bea001,BEA-001,"3/4"" Bead Mould 001",Inset decorative bullnose bead moulding,trim-mouldings,Bead,3/8 x 3/4,0.375,0.75,wood,,"3/4"" Bead Mould 001",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BEA-001-3D-small-bead-mould.jpg,127,published,beadmould-bea001
1573,beadmould-bea100,BEA-100,"1"" Bead Mould 100",1″ bullnose bead moulding,trim-mouldings,Bead,1/2 x 1,0.5,1.0,wood,,"1"" Bead Mould 100",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BEA-100-3D-bead-mould.jpg,90,published,beadmould-bea100
1574,beadmould-bea116,BEA-116,"1-1/2"" Bead Mould 116",1-1/2″ bead moulding,trim-mouldings,Bead,1/2 x 1-1/2,0.5,1.5,wood,,"1-1/2"" Bead Mould 116",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BEA-116-3D.jpg,126,published,beadmould-bea116
1575,bedmould-bed001,BED-001,3/8 Bed Moulding,Rise 3/8 Run 3/8 This is a small decorative bed moulding. A bed mould is similar to a crown or cornice mould but smaller in size.,trim-mouldings,Decorative,3/8 x 3/8,0.375,0.375,wood,,3/8 Bed Moulding,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BED-001-3D.jpg,145,published,bedmould-bed001
1576,bedmould-bed100,BED-100,1-1/2 Bed Moulding 100,Rise 1 Run 1 This is a small decorative bed moulding. A bed mould is similar to a crown or cornice mould but smaller in size.,trim-mouldings,Decorative,11/16 x 1-1/2,0.6875,1.5,wood,,1-1/2 Bed Moulding 100,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BED-100-3d-bed-mould.jpg,161,published,bedmould-bed100
1577,bedmould-bed201,BED-201,2-1/2 Bed Moulding,Rise 1-1/2 Run 1-1/2 This decorative bed moulding is similar to a crown or cornice mould but smaller in size.,trim-mouldings,Crown,3/4 x 2-1/2,0.75,2.5,wood,,2-1/2 Bed Moulding,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BED-201-3D.jpg,240,published,bedmould-bed201
1578,brickmould-bri103,BRI-103,Brick Moulding,Brick moulding is an exterior casing for doors and windows. It is quite thick and allows siding or brick to butt up against it.,trim-mouldings,Casing,1-1/4 x 1-5/8,1.25,1.625,wood,,Brick Moulding,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BRI-103-3D-brick-mould.jpg,76,published,brickmould-bri103
1579,brickmould-bri531-pvc,BRI-531,Brick Moulding pvc,Brick moulding is an exterior casing for doors and windows. It is quite thick and allows siding or brick to butt up against it.,trim-mouldings,Casing,"1-1/4 x 2""",1.25,2.0,wood,,Brick Moulding pvc,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BRI-531-PVC-3D-brick-mould.jpg,89,published,brickmould-bri531-pvc
1580,burlap-decorative-bur101,BUR-101,"1-1/4"" Burlap 101",5/15 x 1-1/4 Poplar and Oak Burlap in random lengths. Burlaps are often used to cover the joining line between two surfaces. Burlaps are sometimes referred to as battens and are symmetrical in design.,trim-mouldings,Burlap,5/16 x 1-1/4,0.3125,1.25,wood,,"1-1/4"" Burlap 101",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BUR-101-3D.jpg,69,published,burlap-decorative-bur101
1581,burlap-decorative-bur102,BUR-102,"1-1/4"" Burlap 102",Burlaps are often used to cover the joining line between two parallel flush surfaces. Burlaps are sometimes referred to as battons and are symmetrical in design.,trim-mouldings,Burlap,5/16 x 1-1/4,0.3125,1.25,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BUR-102-3d.jpg,65,published,
1582,burlap-bullnose-bur105,BUR-105,"1-1/4"" Burlap 105",Burlaps are often used to cover the joining line between two parallel flush surfaces. Burlaps are sometimes referred to as battons and are symmetrical in design.,trim-mouldings,Burlap,5/16 x 1-1/4,0.3125,1.25,wood,,"1-1/4"" Burlap 105",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BUR-105-3D-burlap-moulding.jpg,54,published,burlap-bullnose-bur105
1583,burlap-bullnose-bur106,BUR-106,"1-5/8"" Burlap 106",Burlaps are often used to cover the joining line between two parallel flush surfaces. Burlaps are sometimes referred to as battons and are symmetrical in design.,trim-mouldings,Burlap,5/16 x 1-5/8,0.3125,1.625,wood,,"1-5/8"" Burlap 106",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BUR-106-3d.jpg,69,published,burlap-bullnose-bur106
1584,burlap-decorative-bur201,BUR-201,"2"" Burlap 201",Burlaps are often used to cover the joining line between two parallel flush surfaces. Burlaps are sometimes referred to as battons and are symmetrical in design.,trim-mouldings,Burlap,"5/16 x 2""",0.3125,2.0,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/BUR-201-3d.jpg,41,published,
1585,cap-mould-cap100,CAP-100,"1-1/8"" Cap Mould 100","A cap mould is a generic term for a moulding that is designed to cap something off. Examples would be a wainscoting cap mould and a header cap mould. A header cap mould is similar to an architrave only you mitre the casing on all three sides of the door, then add the cap on the top portion only to get a more neo-classic look.",trim-mouldings,Cap Moulding,3/4 x 1-1/8,0.75,1.125,wood,,"1-1/8"" Cap Mould 100",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAP-100-3D.jpg,137,published,cap-mould-cap100
1586,cap-mould-cap104,CAP-104,"Poplar Cap Moulding with 5/8"" offset also used as backband trim CAP-104","This cap moulding will cap over the top of 5/8"" thick wall paneling, and often used as a backband for 5/8″ thick builder colonial casing. A cap mould is a generic term for a moulding that is designed to cap something off. Examples would be a wainscoting cap mould and a header cap mould. A header cap mould is similar to an architrave only you mitre the casing on all three sides of the door, then add the cap on the top portion only to get a more neo-classic look.",trim-mouldings,Backband,1-1/8 x 1-3/8,1.125,1.375,wood,,"1-3/8"" Cap Mould 104",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAP-104-3D.jpg,496,published,cap-mould-cap104
1587,cap-mould-cap109,CAP-109,Adjustable Cap Moulding 109,"A cap mould is a generic term for a moulding that is designed to cap something off. Examples would be a wainscoting cap mould and a header cap mould. A header cap mould is similar to an architrave only you mitre the casing on all three sides of the door, then add the cap on the top portion only to get a more neo-classic look.",trim-mouldings,Cap Moulding,3/4 x 1-5/8,0.75,1.625,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAP-109-3D.jpg,156,published,
1588,cap-mould-cap200,CAP-200,"3/4"" Offset Header Cap Moulding 200","This is a decorative header cap mould which is usually the top piece of a 3 piece architrave, where a piece of dimensional is used as the middle piece, and a bead mould is used on the bottom. The three pieces together make the top portion of the door or window trim.",trim-mouldings,Cap Moulding,1-5/8 X 2-1/4,1.625,2.25,wood,,"3/4"" Offset Header Cap Moulding 200",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAP-200-3D.jpg,256,published,cap-mould-cap200
1589,cap-mould-cap222,CAP-222,"3/4"" Offset Header Cap Moulding 222","This is a classic header cap mould which is usually the top piece of a 3 piece architrave, where a piece of dimensional is used as the middle piece, and a bead mould is used on the bottom. The three pieces together make the top portion of the door or window trim.",trim-mouldings,Cap Moulding,1-1/4 X 2-1/4,1.25,2.25,wood,,"3/4"" Offset Header Cap Moulding 222",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAP-222-3D.jpg,131,published,cap-mould-cap222
1590,casing-regal-cas2f2,CAS-2F2,"2-3/4"" Casing 2F2",This 2-3/4″ Regal casing has a decorative sytle and classic design. Casing is used to trim around doors and windows. It covers the gap between the drywall and the jamb. Casing is often the most prominent trim feature in your home and should be thicker than the baseboard. To increase the width and depth of the casing you can add a back band.,trim-mouldings,Casing,3/4 X 2-3/4,0.75,2.75,wood,,"2-3/4"" Casing 2F2",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-2F2-3D.jpg,62,published,casing-regal-cas2f2
1591,casing-cove-cas2f3,CAS-2F3,"2-3/4"" Casing 2F3",This 2-3/4″ Cove casing is sometimes used as a kitchen valance moulding. Casing is used to trim around doors and windows. It covers the gap between the drywall and the jamb. Casing is often the most prominent trim feature in your home and should be thicker than the baseboard. To increase the width and depth of the casing you can add a back band.,trim-mouldings,Casing,3/4 X 2-3/4,0.75,2.75,wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-2F3-3D.jpg,48,published,
1592,casing-transitional-cas2m4,CAS-2M4,"2-3/4 Step bevel trim wood, mdf primed cas-2m4 GTA","3/4 x 2-3/4 modern transitional step bevel casing available in several paint grade and stain grade materials. The design offers clean lines and is versatile for classic, contemporary, and transitional design. Casing is used to trim around doors and windows. It covers the gap between the drywall and the jamb. Casing is often the most prominent trim feature in your home and should be thicker than the baseboard. To increase the width and depth of the casing you can add a back band.",trim-mouldings,Casing,3/4 X 2-3/4,0.75,2.75,primed poplar and mdf,,2-3/4,Explore contemporary window and door trim options that enhance your home's design with clean lines and versatile styles.,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-2M4-3D.jpg,599,published,casing-transitional-cas2m4
1593,casing-ogee-cas2u4,CAS-2U4,"2-3/4"" Casing 2U4","With its simple and ancient ogee profile, this casing can be used for modern or classic design. Casing is used to trim around doors and windows. It covers the gap between the drywall and the jamb. Casing is often the most prominent trim feature in your home and should be thicker than the baseboard. To increase the width and depth of the casing you can add a back band.",trim-mouldings,Casing,3/4 X 2-3/4,0.75,2.75,wood,,"2-3/4"" Casing 2U4",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-2U4-3D.jpg,74,published,casing-ogee-cas2u4
1594,casing-plain-cas2x5,CAS-2X5,"2-3/4"" Casing 2X5","This is a simple, plain contemporary casing. Casing is used to trim around doors and windows. It covers the gap between the drywall and the jamb. Casing is often the most prominent trim feature in your home and should be thicker than the baseboard. To increase the width and depth of the casing you can add a back band.",trim-mouldings,Casing,3/4 X 2-3/4,0.75,2.75,wood,,"2-3/4"" Casing 2X5",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-2X5-3D.jpg,189,published,casing-plain-cas2x5
1595,casing-plain-cas3ew,CAS-3EW,"Plain flat window and door trim 3-1/2"" Casing 3EW York Region","A simple flat trim with eased edges offers a clean, minimalist look that is highly sought after in contemporary, modern, and Scandinavian-inspired interiors. Its crisp lines create a sophisticated architectural appearance without the distraction of ornate profile details, allowing other design elements to take center stage. The subtle eased edges soften the overall look while providing a refined, finished appearance. Versatile and timeless, flat stock trim pairs beautifully with modern doors, large windows, and open-concept spaces, creating a seamless and uncluttered aesthetic.",trim-mouldings,Casing,3/4 X 3-1/2,0.75,3.5,wood,,"3-1/2"" Casing 3EW",,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Mouldings/CAS-3EW-3D-plain-window-door-casing.jpg,298,published,casing-plain-cas3ew
